No,Name,Location,Year,KmDriven,FuelType,Transmission,OwnerType,CC,Seats,Price
272,Hyundai i10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,1197,5,325000
273,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,Diesel,Manual,First,2494,7,1280000
274,Maruti Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,Third,993,5,55000
275,Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,1248,5,715000
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,Second,2179,8,700000
277,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,First,1248,5,375000
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,First,999,5,850000
279,Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,1248,5,435000
280,Maruti Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,First,796,5,326000
281,Honda City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,First,1497,5,421000
282,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,Diesel,Automatic,First,2967,7,7036000
283,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,1896,5,295000
284,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,First,1591,5,428000
285,Honda City 1.5 V AT,Jaipur,2009,78442,Petrol,Automatic,First,1497,5,357000
286,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,Diesel,Manual,First,1396,5,311000
287,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,Petrol,Automatic,First,1396,5,596000
288,Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,First,1598,5,470000
289,Honda City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,First,1497,5,690000
290,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,Diesel,Manual,First,1248,5,525000
291,BMW 5 Series 2003-2012 520d,Pune,2015,64000,Diesel,Automatic,First,1995,5,2800000
292,Maruti Wagon R LXI Minor,Delhi,2009,60000,Petrol,Manual,First,1061,5,135000
293,Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,First,1199,5,485000
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,1896,5,670000
295,Hyundai i10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,First,1197,5,310000
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,Diesel,Automatic,First,2143,5,1864000
297,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,Petrol,Manual,First,1197,5,280000
298,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,Diesel,Manual,First,2393,7,2025000
299,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,Diesel,Automatic,First,1968,5,2678000
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Diesel,Manual,Second,2494,7,826000
301,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,Petrol,Manual,First,1198,5,389000
302,Maruti Alto K10 LXI,Hyderabad,2011,70000,Petrol,Manual,First,998,5,210000
303,Honda City i-VTEC CVT ZX,Mumbai,2017,15000,Petrol,Automatic,First,1497,5,1269000
304,Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,1405,5,258000
305,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,Diesel,Automatic,First,1968,5,2077000
306,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,Diesel,Automatic,First,2143,5,2026000
307,Hyundai Santro Xing XL,Chennai,2006,58000,Petrol,Manual,Second,1086,5,150000
308,Maruti Swift VDI BSIV,Kolkata,2011,60020,Diesel,Manual,First,1248,5,250000
309,Maruti Celerio VXI AT,Hyderabad,2014,77815,Petrol,Automatic,First,998,5,425000
310,Mercedes-Benz GLE 250d,Hyderabad,2017,29000,Diesel,Automatic,First,2143,5,5700000
311,Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,Diesel,Automatic,First,2179,5,4400000
312,Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,Diesel,Manual,First,1598,5,365000
313,Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,Petrol,Manual,First,796,5,205000
314,Honda Brio 1.2 VX MT,Kochi,2012,91931,Petrol,Manual,First,1198,5,313000
315,Tata Sumo Delux,Hyderabad,2000,158000,Diesel,Manual,Second,2956,7,150000
316,Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,Diesel,Manual,First,1248,5,285000
317,Maruti Wagon R LXI BS IV,Delhi,2012,65000,Petrol,Manual,First,998,5,265000
318,Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,Diesel,Manual,First,2179,7,1060000
319,Tata Indigo LS Dicor,Pune,2008,138000,Diesel,Manual,Second,1396,5,125000
320,Maruti Ertiga Paseo VXI,Mumbai,2018,18000,Petrol,Manual,First,1373,7,825000
321,Honda Aord 2.4 A/T,Mumbai,2011,60000,Petrol,Automatic,First,2354,5,445000
322,Maruti Swift Dzire VDi,Kolkata,2012,48000,Diesel,Manual,First,1248,5,370000
323,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,Diesel,Manual,First,1399,5,280000
324,Honda City ZX GXi,Kolkata,2008,40000,Petrol,Manual,First,1497,5,180000
325,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,Diesel,Automatic,First,1968,5,2195000
326,BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,Diesel,Automatic,First,2993,4,4900000
327,Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,Diesel,Automatic,First,2967,7,6267000
329,Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,Diesel,Manual,First,1396,5,550000
330,Hyundai i10 Sportz AT,Bangalore,2009,37000,Petrol,Automatic,Third,1197,5,295000
331,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,Petrol,Automatic,First,1199,5,686000
332,Maruti Swift VDI BSIV,Hyderabad,2015,76496,Diesel,Manual,First,1248,5,615000
333,Hyundai i20 Asta 1.2,Pune,2011,79152,Petrol,Manual,Second,1197,5,330000
334,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,Petrol,Manual,First,1198,5,255000
335,Maruti Alto LXi,Ahmedabad,2009,35000,Petrol,Manual,First,796,5,150000
336,Toyota Corolla H4,Chennai,2004,105000,Petrol,Automatic,Second,1794,5,250000
337,Maruti Alto LXi,Chennai,2006,56000,Petrol,Manual,Second,796,5,140000
338,Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,Diesel,Manual,First,1248,5,340000
339,Maruti Alto LXi,Pune,2012,38000,Petrol,Manual,First,796,5,225000
340,Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,Diesel,Automatic,First,1968,5,750000
341,Toyota Corolla H4,Kolkata,2008,80000,Petrol,Automatic,First,1794,5,280000
342,Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,Petrol,Manual,First,1197,5,766000
343,Maruti Vitara Brezza LDi,Chennai,2016,45000,Diesel,Manual,First,1248,5,715000
344,Honda City 1.5 V MT,Delhi,2010,87430,Petrol,Manual,First,1497,5,350000
345,Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Diesel,Manual,Second,1248,5,350000
346,Honda Amaze S i-Dtech,Kolkata,2013,57000,Diesel,Manual,First,1498,5,345000
347,Hyundai EON D Lite Plus,Coimbatore,2016,27904,Petrol,Manual,First,814,5,355000
348,BMW 3 Series Luxury Line,Kochi,2015,30717,Diesel,Automatic,Second,1995,5,2599000
349,Hyundai Verna 1.6 SX,Bangalore,2012,80000,Diesel,Manual,First,1582,5,525000
350,Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,Diesel,Manual,First,1248,5,290000
351,Skoda Octavia RS,Jaipur,2005,100000,Petrol,Automatic,First,1984,5,205000
352,Maruti Alto K10 VXI,Pune,2017,30000,Petrol,Manual,First,998,5,375000
353,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,Diesel,Manual,First,1498,5,675000
354,Chevrolet Spark 1.0 LS,Kolkata,2011,21000,Petrol,Manual,Second,995,5,95000
355,Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,Diesel,Automatic,First,1999,5,5200000
356,Honda CR-V RVi MT,Jaipur,2007,119000,Petrol,Manual,Third,1997,5,391000
357,Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,Petrol,Automatic,First,1798,5,2730000
358,Hyundai i10 Magna 1.2,Chennai,2009,620000,Petrol,Manual,First,1197,5,270000
359,Maruti Swift LDI,Delhi,2013,70000,Diesel,Manual,First,1248,5,350000
360,Maruti Swift Dzire VXi AT,Mumbai,2016,18000,Petrol,Automatic,First,1197,5,620000
361,Nissan Micra Diesel XV,Chennai,2011,83000,Diesel,Manual,First,1461,5,275000
362,Maruti Swift Dzire Tour LDI,Mumbai,2015,130000,Diesel,Manual,First,1248,5,325000
363,Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,63400,Diesel,Manual,First,1399,5,325000
364,Maruti Zen LX,Kolkata,2003,65000,Petrol,Manual,First,993,5,65000
365,Mini Clubman Cooper S,Pune,2017,8350,Petrol,Manual,First,1998,5,3500000
366,Toyota Etios GD,Kolkata,2014,45000,Diesel,Manual,First,1364,5,325000
367,Maruti Alto 800 2016-2019 LXI,Kolkata,2018,26200,Petrol,Manual,First,796,5,290000
368,Maruti Alto VXi,Bangalore,2011,11000,Petrol,Manual,Third,796,5,290000
369,BMW X5 3.0d,Bangalore,2009,90000,Diesel,Automatic,Second,2993,5,1775000
370,Nissan Teana XV,Mumbai,2015,74000,Petrol,Automatic,Second,2496,5,825000
371,Hyundai Grand i10 AT Asta,Coimbatore,2015,37081,Petrol,Automatic,First,1197,5,577000
372,Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,39000,Diesel,Manual,First,1248,5,949000
373,Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,99000,Diesel,Automatic,Third,2967,7,1295000
374,Mercedes-Benz GLA Class 200 CDI,Chennai,2015,38000,Diesel,Automatic,First,2143,5,2000000
375,Maruti 800 AC,Chennai,2007,72000,Petrol,Manual,Third,796,4,100000
376,Renault Duster 85PS Diesel RxL,Chennai,2015,93000,Diesel,Manual,Second,1461,5,710000
377,Toyota Corolla Altis D-4D GL,Mumbai,2017,5900,Diesel,Manual,First,1364,5,1650000
378,Mercedes-Benz New C-Class 220,Chennai,2014,25000,Diesel,Manual,First,2148,5,2600000
379,Maruti Ritz VDi,Hyderabad,2010,68000,Diesel,Manual,Second,1248,5,320000
380,Honda BRV i-VTEC V CVT,Kochi,2017,35676,Petrol,Automatic,First,1497,7,948000
381,Hyundai Xcent 1.1 CRDi Base,Kochi,2015,74310,Diesel,Manual,First,1120,5,400000
382,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,59364,Diesel,Automatic,First,2143,5,2650000
383,Mercedes-Benz B Class B180,Kochi,2014,41380,Petrol,Automatic,Second,1595,5,1177000
384,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2017,33900,Diesel,Automatic,First,2143,5,3700000
385,Honda City i VTEC VX Option,Mumbai,2016,28000,Petrol,Manual,First,1497,5,875000
386,Hyundai Santro Xing XL eRLX Euro III,Hyderabad,2007,50958,Petrol,Manual,First,1086,5,195000
387,Honda City 1.5 S MT,Chennai,2011,93982,Petrol,Manual,First,1497,5,375000
388,Hyundai Verna Transform VTVT,Pune,2010,95000,Petrol,Manual,First,1599,5,250000
389,Jaguar XE Portfolio,Mumbai,2017,9000,Petrol,Automatic,First,1999,5,3450000
390,Honda Amaze S i-Vtech,Delhi,2015,52516,Petrol,Manual,First,1198,5,465000
391,Mini Cooper Convertible 1.6,Bangalore,2015,20000,Petrol,Automatic,First,1598,4,3200000
392,Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,2017,56451,Diesel,Automatic,First,2987,5,6281000
393,Hyundai EON Magna Plus,Chennai,2014,37000,Petrol,Manual,First,814,5,325000
394,Maruti Wagon R VXI BS IV,Kolkata,2014,17400,Petrol,Manual,First,998,5,310000
395,Maruti Ritz LDi,Coimbatore,2011,90207,Diesel,Manual,First,1248,5,391000
396,BMW 3 Series 320d Sedan,Chennai,2011,89616,Diesel,Automatic,First,1995,5,1100000
397,Tata Xenon XT EX 4X2,Pune,2014,85000,Diesel,Manual,First,2179,5,350000
398,Audi A3 35 TDI Attraction,Chennai,2014,79271,Diesel,Automatic,First,1968,5,1650000
399,Land Rover Range Rover 2.2L Dynamic,Hyderabad,2012,56000,Diesel,Automatic,First,2179,5,3000000
400,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2010,85001,Diesel,Automatic,Second,2987,7,2800000
401,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,2018,12000,Diesel,Automatic,First,2477,7,2800000
402,Maruti Alto LX,Jaipur,2010,125000,Petrol,Manual,First,796,5,92000
403,Maruti Wagon R LXI BSIII,Pune,2013,53000,Petrol,Manual,First,1061,5,275000
404,Land Rover Range Rover 2.2L Prestige,Coimbatore,2017,34990,Diesel,Automatic,First,2179,5,5383000
405,Hyundai Verna 1.6 SX VTVT,Pune,2011,49768,Petrol,Manual,Second,1591,5,495000
406,BMW 5 Series 525d Sedan,Hyderabad,2013,56000,Diesel,Automatic,First,2993,5,3350000
407,Jaguar XF Diesel,Bangalore,2013,75000,Diesel,Automatic,First,2993,5,2795000
408,Skoda Superb Elegance 1.8 TSI AT,Hyderabad,2010,57000,Petrol,Automatic,First,1798,5,725000
409,Audi Q3 35 TDI Quattro Premium,Kochi,2017,37542,Diesel,Automatic,First,1968,5,2571000
410,Land Rover Range Rover 2.2L Pure,Coimbatore,2014,95649,Diesel,Automatic,First,2179,5,2967000
411,Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2013,35299,Diesel,Automatic,First,2143,5,1900000
412,Mahindra Scorpio S10 4WD,Kochi,2017,28464,Diesel,Manual,First,2179,7,1305000
413,BMW 3 Series Luxury Line,Mumbai,2015,41000,Diesel,Automatic,First,1995,5,2550000
414,Honda BR-V i-VTEC S MT,Pune,2017,9000,Petrol,Manual,First,1497,7,850000
415,Volvo S80 2006-2013 D5,Chennai,2010,92098,Diesel,Automatic,Second,2400,5,725000
416,Hyundai Aent GLE,Pune,2005,5834,Petrol,Manual,First,1495,5,80000
417,Hyundai i20 Active SX Petrol,Jaipur,2017,40250,Petrol,Manual,First,1197,5,690000
418,Mercedes-Benz GLC 43 AMG Coupe,Coimbatore,2018,22397,Petrol,Automatic,First,2996,5,7099000
419,Hyundai EON Magna Plus,Kolkata,2015,20800,Petrol,Manual,Second,814,5,225000
420,Hyundai Grand i10 SportZ Edition,Kochi,2018,40322,Petrol,Manual,First,1197,5,550000
421,Honda City 1.5 EXI S,Mumbai,2013,52576,Petrol,Manual,First,1493,5,435000
422,Volkswagen Polo Petrol Trendline 1.2L,Kolkata,2010,55000,Petrol,Manual,First,1198,5,225000
423,Audi A6 35 TFSI Matrix,Mumbai,2016,47000,Petrol,Automatic,First,1798,5,2450000
424,Volkswagen Jetta 2007-2011 1.9 L TDI,Hyderabad,2010,42021,Diesel,Manual,First,1968,5,545000
425,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,23163,Petrol,Manual,First,1591,5,1203000
426,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,50000,Petrol,Automatic,Second,1796,5,850000
427,Mini Cooper Convertible S,Mumbai,2014,11900,Petrol,Automatic,First,1998,4,2850000
428,Hyundai Santro Xing XO eRLX Euro II,Pune,2006,108000,Petrol,Manual,Second,1086,5,120000
429,Toyota Etios VD,Bangalore,2013,37000,Diesel,Manual,First,1364,5,575000
430,Honda Brio S MT,Delhi,2014,30000,Petrol,Manual,Second,1198,5,320000
431,Maruti Baleno Alpha Automatic,Coimbatore,2018,12831,Petrol,Automatic,First,1197,5,989000
432,Skoda Laura Ambiente 2.0 TDI CR AT,Coimbatore,2012,143017,Diesel,Automatic,First,1968,5,658000
433,Hyundai EON Era Plus,Kochi,2018,13102,Petrol,Manual,First,814,5,406000
434,Renault Captur 1.5 Diesel RXL,Coimbatore,2019,24950,Diesel,Manual,First,1461,5,1337000
435,BMW 5 Series 2003-2012 GT 530d LE,Coimbatore,2011,57832,Diesel,Automatic,First,2993,5,2582000
436,Maruti Alto 800 LXI,Kochi,2016,34267,Petrol,Manual,First,796,5,374000
437,Volvo V40 D3,Bangalore,2015,33000,Diesel,Automatic,Second,1984,5,2200000
438,Maruti Wagon R LXI BSII,Ahmedabad,2007,55100,Petrol,Manual,First,998,5,145000
439,Honda City ZX GXi,Kolkata,2008,40000,Petrol,Manual,First,1497,5,200000
441,Chevrolet Enjoy 1.4 LS 8,Kolkata,2014,15000,Petrol,Manual,First,1399,8,375000
442,Mahindra Bolero ZLX,Coimbatore,2016,82756,Diesel,Manual,First,2523,7,770000
443,Hyundai Santro GLS I - Euro I,Coimbatore,2012,50243,Petrol,Manual,First,1086,5,335000
444,Hyundai EON D Lite,Hyderabad,2014,20600,Petrol,Manual,First,814,5,260000
445,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2017,29952,Petrol,Automatic,First,1591,5,1377000
446,Volkswagen Vento 1.6 Comfortline,Mumbai,2017,15000,Petrol,Manual,Second,1598,5,710000
447,Honda Civic 2006-2010 1.8 S AT,Pune,2008,61938,Petrol,Automatic,Second,1799,5,265000
448,Tata Indica Vista Quadrajet LS,Hyderabad,2014,67000,Diesel,Manual,First,1248,5,250000
449,Mahindra XUV500 W8 2WD,Kochi,2013,61672,Diesel,Manual,First,2179,7,753000
450,Hyundai i20 1.2 Asta Option,Coimbatore,2017,26185,Petrol,Manual,First,1197,5,798000
451,Audi Q5 30 TDI quattro Premium Plus,Bangalore,2014,38000,Diesel,Automatic,Second,1968,5,3900000
452,Maruti Ritz VXi,Chennai,2011,67000,Petrol,Manual,Second,1197,5,225000
453,Mitsubishi Cedia Sports,Chennai,2010,66000,Petrol,Manual,Second,1999,5,385000
454,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2015,80883,Diesel,Manual,First,2494,7,1350000
455,Maruti Celerio LDi,Hyderabad,2016,80219,Diesel,Manual,First,793,5,350000
456,Maruti S-Cross Delta DDiS 200 SH,Delhi,2018,12923,Diesel,Manual,First,1248,5,892000
457,Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,86642,Diesel,Automatic,First,1968,5,2037000
458,BMW 3 Series Luxury Line,Bangalore,2016,19235,Diesel,Automatic,First,1995,5,3650000
459,Audi Q7 4.2 TDI Quattro Technology,Coimbatore,2016,51002,Diesel,Automatic,First,4134,7,4891000
460,Hyundai i20 2015-2017 Asta 1.2,Pune,2016,6800,Petrol,Manual,First,1197,5,720000
461,Renault Duster 110PS Diesel RxL,Hyderabad,2012,82749,Diesel,Manual,First,1461,5,599000
462,Hyundai Xcent 1.1 CRDi S Celebration Edition,Pune,2016,51000,Diesel,Manual,First,1120,5,525000
463,Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,31465,Diesel,Manual,First,1498,5,650000
464,Volkswagen Polo Petrol Trendline 1.2L,Hyderabad,2013,76476,Petrol,Manual,First,1198,5,440000
465,Hyundai Grand i10 CRDi Magna,Kolkata,2017,14000,Diesel,Manual,First,1120,5,460000
466,Tata Manza Aqua Quadrajet BS IV,Ahmedabad,2013,47000,Diesel,Manual,First,1248,5,295000
467,Honda City 1.5 V MT,Kolkata,2011,48466,Petrol,Manual,First,1497,5,326000
468,Hyundai Santro Xing GLS,Bangalore,2008,46000,Petrol,Manual,Second,1086,5,222000
469,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2012,162663,Diesel,Manual,First,2494,7,1050000
470,Maruti Ciaz 1.3 S,Coimbatore,2017,25142,Diesel,Manual,First,1248,5,826000
471,Toyota Fortuner 4x4 MT TRD Sportivo,Delhi,2013,69000,Diesel,Manual,First,2982,7,1445000
472,Ford Fiesta 1.6 SXI ABS Duratec,Chennai,2009,80524,Petrol,Manual,Second,1596,5,250000
473,Mercedes-Benz E-Class E 220 d,Kochi,2018,26405,Petrol,Automatic,First,1950,5,5143000
474,Mercedes-Benz New C-Class 220 CDI MT,Chennai,2014,45000,Diesel,Manual,First,2148,5,2300000
475,Skoda Yeti Ambition 4X2,Kolkata,2012,64284,Diesel,Manual,First,1968,5,550000
476,Hyundai Grand i10 Sportz,Delhi,2015,27000,Petrol,Manual,First,1197,5,450000
477,Ford Figo 2015-2019 1.2P Titanium MT,Hyderabad,2018,3678,Petrol,Manual,First,1196,5,680000
478,Skoda Octavia Ambition 1.4 TSI MT,Mumbai,2013,21000,Petrol,Manual,First,1395,5,875000
479,Renault Duster 85PS Diesel RxL Option,Mumbai,2015,67000,Diesel,Manual,Second,1461,5,700000
480,Land Rover Range Rover Evoque 2.0 TD4 Pure,Delhi,2015,24000,Diesel,Automatic,Second,1999,5,3350000
481,Ford Figo Diesel EXI,Chennai,2011,75000,Diesel,Manual,Second,1399,5,225000
482,Ford Endeavour Hurricane Limited Edition,Hyderabad,2008,179000,Diesel,Automatic,Second,2953,7,424000
483,Toyota Fortuner 4x4 MT,Coimbatore,2017,47198,Diesel,Manual,First,2982,7,2842000
484,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2012,52000,Diesel,Manual,First,1199,5,275000
485,Maruti Ritz VDi,Jaipur,2011,91000,Diesel,Manual,First,1248,5,300000
486,Nissan Micra Diesel XV Premium,Pune,2013,60000,Diesel,Manual,First,1461,5,355000
487,Hyundai Verna 1.6 SX,Kolkata,2013,37873,Diesel,Manual,First,1582,5,480000
488,BMW 5 Series 2003-2012 523i,Kolkata,2011,31000,Petrol,Automatic,First,2497,5,1350000
489,Mercedes-Benz GLS 350d 4MATIC,Pune,2017,129000,Diesel,Automatic,First,2987,7,5600000
490,Honda CR-V 2.4L 4WD AT,Hyderabad,2004,78000,Petrol,Automatic,First,2354,5,399000
491,Hyundai Creta 1.6 CRDi AT SX Plus,Bangalore,2016,32000,Diesel,Automatic,First,1582,5,1550000
492,Hyundai i10 Era,Jaipur,2010,59000,Petrol,Manual,Second,1086,5,232000
493,Mercedes-Benz A Class A200 CDI Sport,Kochi,2016,35437,Diesel,Automatic,First,2143,5,1858000
494,Maruti Ertiga VXI,Jaipur,2014,98000,Petrol,Manual,First,1373,7,550000
495,Skoda Octavia Classic 1.9 TDI MT,Chennai,2006,72000,Diesel,Manual,Second,1896,5,320000
496,Honda Amaze VX i-Vtech,Pune,2015,79000,Petrol,Manual,First,1198,5,400000
497,Maruti Zen LXi BSII,Chennai,2004,29000,Petrol,Manual,First,993,5,160000
498,Maruti SX4 ZXI MT BSIV,Kochi,2013,66012,Petrol,Manual,First,1586,5,415000
499,Honda Brio VX AT,Mumbai,2014,35000,Petrol,Automatic,First,1198,5,425000
500,Maruti Wagon R VXI,Ahmedabad,2011,75000,Petrol,Manual,First,998,5,260000
501,Toyota Camry A/T,Mumbai,2008,80000,Petrol,Automatic,Second,2362,5,343000
502,Chevrolet Beat LS,Kochi,2012,32717,Petrol,Manual,First,1199,5,255000
503,Toyota Fortuner 4x4 AT,Delhi,2017,25000,Diesel,Automatic,First,2982,7,3200000
504,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,79000,Diesel,Manual,First,1498,5,625000
505,Maruti Swift Vdi BSIII,Hyderabad,2010,86000,Diesel,Manual,Second,1248,5,360000
506,Mercedes-Benz S Class 2005 2013 S 350 CDI,Pune,2010,137000,Diesel,Automatic,First,2987,5,1850000
507,Honda Mobilio S i VTEC,Mumbai,2015,25000,Petrol,Manual,Second,1497,7,425000
508,Hyundai Grand i10 Sportz,Mumbai,2017,8500,Petrol,Manual,Second,1197,5,480000
509,Mahindra XUV500 AT W8 FWD,Bangalore,2015,34000,Diesel,Automatic,First,2179,7,1300000
510,Skoda Fabia 1.6 MPI Elegance,Pune,2012,41629,Petrol,Manual,Second,1598,5,225000
511,Hyundai Santro Xing GLS,Hyderabad,2009,80227,Petrol,Manual,First,1086,5,230000
512,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,2019,8587,Petrol,Manual,First,1591,5,1356000
513,Mahindra Scorpio 1.99 S8,Delhi,2017,30000,Diesel,Manual,First,1997,7,1225000
514,Skoda Rapid 1.6 TDI Ambition,Pune,2013,64186,Diesel,Manual,First,1598,5,376000
515,Renault Duster 110PS Diesel RxZ,Coimbatore,2015,76427,Diesel,Manual,First,1461,5,858000
516,BMW X5 xDrive 30d,Hyderabad,2011,75000,Diesel,Automatic,First,2993,5,2750000
517,Toyota Etios G,Coimbatore,2013,27075,Petrol,Manual,First,1496,5,495000
518,Maruti Wagon R LXI,Ahmedabad,2012,30000,Petrol,Manual,First,998,5,330000
519,Hyundai Creta 1.6 SX,Chennai,2016,69434,Petrol,Manual,First,1591,5,800000
520,Maruti Celerio VXI,Jaipur,2014,56000,Petrol,Manual,First,998,5,279000
521,Land Rover Range Rover HSE Dynamic,Coimbatore,2017,49275,Diesel,Automatic,First,2179,5,4564000
522,Chevrolet Beat LT,Pune,2014,8700,Petrol,Manual,First,1199,5,255000
523,Tata Nano Twist XT,Ahmedabad,2014,18000,Petrol,Manual,Second,624,4,100000
524,Audi A6 2011-2015 35 TDI Technology,Coimbatore,2017,41041,Diesel,Automatic,First,1968,5,3756000
